ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΛΑΧΑΚΟΣ ΝΙΚΟΛΑΟΣ του Αντωνίου,ΔΟΥΝΙΑ ΠΑΝΑΓΙΩΤΑ (ΝΟΝΗ) του Δημητρίου,ΚΑΤΣΑΦΑΔΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΩΛΑΚΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΜΕΛΑΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΜΙΧΑΗΛΙΔΟΥ ΔΟΜΝΑ-ΜΑΡΙΑ του Αριστείδη,ΧΙΩΤΗ ΕΙΡΗΝΗ του Ανδρέα,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΓΕΝΝΙΑ ΓΕΩΡΓΙΑ του Σωκράτη,ΔΡΙΤΣΑΣ ΘΕΟΔΩΡΟΣ του Παναγιώτη,ΛΟΓΟΘΕΤΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Στυλιανού,ΜΠΑΚΑΔΗΜΑ ΦΩΤΕΙΝΗ του Αγαθοκλή,ΜΠΕΛΑΒΙΛΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΦΩΤΙΑΔΗΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΘΑΝΑΣΙΑΔΗΣ ΛΑΖΑΡΟΣ (ΤΑΚΗΣ) του Θεοδώρου,ΒΟΥΡΕΞΑΚΗ - ΤΑΜΠΟΥΡΑΤΖΗ ΚΑΤΕΡΙΝΑ (ΚΑΤΙΝΑ) του Αναστασίου,ΒΡΟΝΤΑΚΗΣ ΑΝΔΡΕΑΣ του Παντελή,ΚΑΤΣΑΦΑΔΟΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΚΟΥΚΟΥΔΑΚΗ ΜΑΡΙΑ (ΜΑΡΑ) του Ευάγγελου,ΜΠΙΣΤΙΝΑ ΔΕΣΠΟΙΝΑ του Απόστολου,ΣΠΑΝΑΚΟΣ ΝΙΚΟΛΑΟΣ του Σπύρου,Κ.Κ.Ε.,ΑΜΠΑΤΙΕΛΟΣ ΝΙΚΟΛΑΟΣ του Γεράσιμου,ΓΚΙΤΑΚΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΕΥΑΓΓΕΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΚΟΤΕΑΣ ΑΛΕΞΑΝΔΡΟΣ του Νικολάου,ΚΥΖΙΛΗ ΕΥΣΤΡΑΤΙΑ ΟΛΥΜΠΙΑ του Κλεάνθη,ΛΕΩΤΣΑΚΟΥ ΑΝΝΑ του Σταύρου,ΣΤΑΜΑΤΕΛΟΥ ΔΗΜΗΤΡΑ του Σπυρίδωνα,Ελληνική Λύση - Κ. Βελόπουλος,ΚΟΝΤΟΜΑΝΩΛΗΣ ΣΤΑΜΑΤΙΟΣ του Νικολάου,ΜΑΔΥΤΙΝΟΥ ΑΓΡΙΠΠΙΝΑ του Αθανασίου,ΜΟΣΧΟΥ ΒΑΣΙΛΕΙΟΣ του Παράσχου,ΜΟΥΓΙΟΣ ΠΕΤΡΟΣ του Ναπολέοντος,ΠΑΝΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΚΥΛΙΤΣΗ ΑΝΝΑ του Γεωργίου,ΨΩΜΙΑΔΟΥ ΧΡΥΣΟΥΛΑ του Παναγιώτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΛΑΝΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη-Παυλή,ΓΕΩΡΓΟΥΛΕΑ ΣΩΤΗΡΙΑ-ΚΥΡΙΑΚΗ (ΣΑΝΤΥ) του Κωνσταντίνου,ΓΚΟΥΜΑΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΗΣ) του Αναστασίου,ΠΕΡΙΦΑΝΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΣΤΑΥΡΟΠΟΥΛΟΥ ΣΤΥΛΙΑΝΗ του Σταύρου,ΧΑΡΑΛΑΜΠΑΚΗΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΙΣΣΑ ΜΑΡΙΑ του Χαραλάμπους,ΡΟΥΣΣΗΣ ΦΙΛΙΠΠΟΣ του Ευαγγέλου,Κ.Κ.Ε. (μ-λ),ΒΑΡΣΟΥ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,ΤΣΙΚΝΑΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΖΕΡΜΑΛΙΑ ΕΙΡΗΝΗ του Στυλιανού,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΔΡΙΑΝΟΥ ΙΦΙΓΕΝΕΙΑ ΠΑΝΑΓΙΩΤΑ του Χαραλάμπους ,ΑΛΦΙΕΡΗΣ ΑΝΤΩΝΙΟΣ του Ευτυχίου,ΔΕΛΑΓΡΑΜΜΑΤΙΚΑ ΓΑΡΥΦΑΛΛΙΑ του Γεωργίου,ΔΙΑΒΟΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Στυλιανού,ΜΕΣΟΛΟΓΓΙΤΗ ΠΗΝΕΛΟΠΗ του Νικολάου,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΠΑΝΤΕΛΕΗΜΩΝ του Ευαγγέλου,ΤΑΒΟΥΛΑΡΗΣ ΜΑΤΘΑΙΟΣ ΒΕΝΙΑΜΙΝ ΑΝΤΡΕΑΣ του Ιωάννη,Κίνημα 21,ΠΕΤΤΑΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΕΥΓΕΝΙΔΟΥ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Γεωργίου,ΤΟΥΜΠΟΥΛΙΔΗΣ ΙΟΡΔΑΝΗΣ του Γεωργίου,ΝΙΚΗ,ΚΑΨΑΛΗΣ ΣΠΥΡΟΣ του Δημητρίου,ΝΤΑΚΟΥΛΑΣ ΒΑΣΙΛΕΙΟΣ του Ευαγγέλου,ΡΕΤΣΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αθανασίου,ΣΕΝΗ ΜΑΡΙΝΑ του Ευαγγέλου,ΧΑΡΜΠΗ ΑΡΕΤΗ του Λάμπρου,κοινωνία αξιών,ΚΟΤΡΟΖΟΣ ΑΧΙΛΛΕΥΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΡΓΥΡΙΟΥ ΙΟΥΛΙΑ του Μιχαήλ,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ευαγγέλου,Μ-Λ Κ.Κ.Ε.,ΝΙΚΗΤΑ ΑΔΑΜΑΝΤΙΑ του Δημητρίου,ΣΤΑΥΡΙΔΗΣ ΙΩΣΗΦ του Σταύρου,Ελλήνων Συνέλευσις,ΖΑΡΜΑΚΟΥΠΗΣ ΑΠΟΣΤΟΛΟΣ του Ιωάννη,ΘΕΜΕΛΗ ΕΛΕΝΗ του Αχιλλέα,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Θεοδώρου,ΣΚΑΝΤΖΟΣ ΒΑΣΙΛΕΙΟΣ του Εμμανουήλ,ΤΡΑΚΑ ΘΗΡΕΣΙΑ του Ιωάννη,ΤΣΟΡΗΣ ΣΩΤΗΡΙΟΣ του Κωνσταντίνου,ΧΑΤΖΗΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,Ένωση Κεντρώων,ΘΕΟΦΙΛΟΠΟΥΛΟΥ ΟΥΡΑΝΙΑ - ΕΛΠΙΝΙΚΗ του Δημητρίου,ΚΑΣΙΜΑΤΗΣ ΓΕΩΡΓΙΟΣ του Βρεττού,ΚΟΚΚΙΝΟΠΑΝΗΣ ΛΕΩΝΙΔΑΣ του Δημητρίου,ΚΟΥΡΓΙΑΛΗ ΦΩΤΕΙΝΗ του Ιωάννη,ΛΑΟΥΤΑΡΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΝΙΕΡΗ ΚΑΛΛΙΟΠΗ του Σπυρίδωνος,ΡΑΝΤΟΣ ΣΤΕΦΑΝΟΣ του Χαραλάμπου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΝΝΟΥΣΑΚΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΑΞΗΣ ΙΓΝΑΤΙΟΣ του Ηλία,ΕΥΘΥΜΙΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΙΩΑΝΝΙΔΗΣ - ΚΟΝΤΗΣ ΚΥΡΙΑΚΟΣ του Αχιλλέως,ΝΤΙΛΗ ΕΛΕΝΗ του Ιωάννη,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΒΟΒΟΛΗΣ ΦΑΙΔΩΝ του Ηλία,ΜΠΑΚΟΜΗΤΡΟΥ ΕΥΓΕΝΙΑ του Λουκά,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΔΕΠΑΣΤΑ ΓΙΑΝΝΟΥΛΑ του Παναγιώτη,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΚΟΥΒΑΤΣΟΣ ΠΕΤΡΟΣ του Ηλία,ΜΠΑΪΜΠΑΚΗΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΜΠΟΓΡΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,Οικολόγοι Πράσινοι,ΜΗΤΡΟ ΖΑΧΑΡΟΥΛΑ του Αναστάση,ΜΗΤΡΟΣ ΑΧΙΛΛΕΑΣ του Αναστάση,ΠΕΤΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,ΕΑΝ...,ΦΛΙΣΚΑΝΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΗΜΟΥΛΗ ΑΝΔΡΙΑΝΗ του Νικολάου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΟΥΣΟΥΡΗΣ ΠΕΤΡΟΣ του Δημητρίου,ΣΟΦΙΟΥ ΠΑΝΑΓΙΩΤΑ (ΝΟΤΑ) του Στυλιανού,ΤΖΙΚΑ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΠΑΥΛΟΣ του Γεωργίου
40 - Α' Πειραιώς,170 E.T. Δήμου Πειραιώς,533,270,3,1,4,266,137,33,17,47,22,15,58,8,50,20,4,15,8,5,10,9,8,1,0,2,2,3,4,1,18,1,1,1,3,1,0,5,8,0,1,2,2,1,4,1,8,2,3,0,0,3,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,0,5,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1,0,1,1,1,3,2,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,1,0,1,0,0,1,1,12,2,7,6,2
40 - Α' Πειραιώς,171 E.T. Δήμου Πειραιώς,593,368,5,6,11,357,184,38,36,86,26,26,71,12,62,62,6,18,3,7,15,7,20,1,6,3,4,9,4,1,27,10,1,0,4,4,4,5,14,2,2,5,2,3,6,2,9,1,4,1,0,4,4,1,0,0,3,0,0,0,0,0,5,1,0,1,0,0,0,0,2,1,1,1,1,1,1,8,5,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,4,0,1,0,0,2,2,1,0,0,0,0,0,0,2,1,0,1,2,2,2,0,5,0,1,2,0
40 - Α' Πειραιώς,172 E.T. Δήμου Πειραιώς,622,388,7,3,10,378,202,46,25,83,42,27,83,10,58,31,6,12,6,2,16,7,18,0,3,1,7,5,6,0,34,15,3,1,4,6,3,10,14,3,1,3,2,1,3,2,7,0,3,0,0,3,2,1,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,1,0,5,3,5,3,1,7,3,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,1,1,3,3,2,2,1,1,0,0,0,5,0,0,0,1,0,0,0,6,2,2,3,1
40 - Α' Πειραιώς,173 E.T. Δήμου Πειραιώς,525,291,10,3,13,278,144,27,21,54,15,29,67,4,46,17,7,8,7,3,16,7,12,3,2,3,2,1,1,0,19,10,1,1,2,3,2,6,2,1,0,0,0,0,0,1,4,1,1,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,7,4,4,2,2,9,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,1,1,1,0,1,0,0,1,0,0,3,1,3,0,0,0,2,2,0,2,1,0,0,0,12,2,7,8,2
40 - Α' Πειραιώς,174 E.T. Δήμου Πειραιώς,502,265,5,0,5,260,129,30,21,56,24,16,57,5,66,0,7,15,8,6,22,9,10,1,1,2,1,1,7,1,18,7,1,3,2,1,6,8,4,1,0,1,0,0,1,0,6,1,4,0,1,5,1,1,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,1,1,3,1,1,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,9,1,4,1,2
40 - Α' Πειραιώς,175 E.T. Δήμου Πειραιώς,590,218,3,0,3,215,90,30,13,33,17,12,24,5,42,0,6,9,10,3,8,3,9,2,2,3,1,2,1,1,21,9,1,5,3,1,2,6,11,3,0,4,2,0,4,3,9,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,0,2,0,0,5,2,2,0,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,2,0,1,1,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,10,4,7,4,1
40 - Α' Πειραιώς,176 E.T. Δήμου Πειραιώς,598,255,14,2,16,239,101,29,20,37,19,19,38,4,60,0,12,18,14,7,15,5,11,3,1,2,6,3,4,0,19,6,5,0,4,2,6,2,4,4,1,1,1,0,1,0,9,1,2,4,0,2,1,2,1,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,3,1,3,3,0,0,0,6,2,2,1,3,1,0,0,0,0,0,0,0,0,0,4,2,1,2,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,2,1,1,1,1,1,0,6,2,3,1,2
40 - Α' Πειραιώς,177 E.T. Δήμου Πειραιώς,594,262,9,3,12,250,110,31,20,49,22,14,31,5,46,46,7,14,9,4,8,3,13,5,1,0,2,2,1,3,20,6,3,1,2,4,6,4,16,6,2,4,2,0,4,5,6,2,3,1,0,3,1,0,0,0,1,0,1,1,0,0,4,2,0,0,0,1,0,1,1,0,2,2,0,0,0,3,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,1,15,2,6,7,0
40 - Α' Πειραιώς,178 E.T. Δήμου Πειραιώς,501,206,1,3,4,202,97,20,12,47,22,13,40,4,30,12,7,5,6,5,3,6,11,4,1,0,2,4,3,3,19,12,3,1,2,2,3,6,6,1,1,0,0,0,3,2,10,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,1,0,2,0,0,0,0,11,3,4,4,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6,1,3,4,0
40 - Α' Πειραιώς,179 E.T. Δήμου Πειραιώς,511,210,7,1,8,202,105,26,21,43,18,18,34,2,32,16,3,11,5,6,6,3,10,1,3,2,1,4,0,0,16,4,3,3,1,4,4,7,9,3,1,1,1,0,2,3,10,2,4,0,0,2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,2,1,0,0,0,3,1,1,2,0
40 - Α' Πειραιώς,180 E.T. Δήμου Πειραιώς,511,213,1,2,3,210,98,18,22,27,16,16,45,10,40,0,6,8,8,5,5,5,12,3,1,3,1,2,4,0,14,6,1,1,3,1,4,3,8,2,3,1,0,2,4,2,6,0,2,1,3,1,2,0,0,0,1,1,1,0,0,0,2,0,1,0,1,1,0,0,1,1,2,1,2,0,1,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,2,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,4,1,1,0,0,0,1,0,7,2,1,0,1
40 - Α' Πειραιώς,181 E.T. Δήμου Πειραιώς,498,157,1,1,2,155,74,21,12,34,16,10,29,5,29,0,5,6,5,6,4,4,10,1,2,0,0,4,2,2,10,7,1,1,4,1,1,3,4,0,1,0,0,0,3,2,3,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,5,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,1,0,1,1,8,2,4,6,0
40 - Α' Πειραιώς,182 E.T. Δήμου Πειραιώς,470,95,1,0,1,94,45,8,9,21,9,6,21,4,21,0,3,3,4,6,5,0,1,0,0,0,0,0,0,0,6,3,1,0,2,2,0,3,6,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,4,0,1,2,1
40 - Α' Πειραιώς,183 E.T. Δήμου Πειραιώς,525,254,5,0,5,249,117,33,14,56,47,23,20,3,49,0,8,11,8,8,12,6,12,2,3,3,5,2,0,2,18,9,3,1,0,6,5,5,9,2,2,1,0,1,1,5,3,1,1,1,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,3,1,0,0,0,9,5,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,3,1,2,1,0,0,0,0,12,1,6,4,1
40 - Α' Πειραιώς,184 E.T. Δήμου Πειραιώς,524,259,7,0,7,252,129,30,15,70,53,9,25,6,35,0,5,9,11,5,2,6,23,4,4,4,9,5,6,3,12,4,1,0,1,2,3,4,9,3,3,0,1,1,1,1,6,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,0,0,2,0,2,0,0,3,0,1,2,1,1,0,0,1,0,0,0,0,1,0,2,1,15,4,6,8,1
40 - Α' Πειραιώς,185 E.T. Δήμου Πειραιώς,530,274,5,1,6,268,148,18,11,80,55,11,45,7,45,45,7,13,5,7,8,8,18,2,3,2,6,5,0,5,16,6,7,1,2,1,4,2,6,1,1,1,1,2,2,1,4,0,3,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,8,6,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0,1,0,2,0,0,2,2,2,0,0,0,0,0,0,3,0,0,0,0,0,2,1,6,2,3,1,1
40 - Α' Πειραιώς,186 E.T. Δήμου Πειραιώς,518,291,8,0,8,283,144,26,10,80,47,21,33,5,49,0,8,10,12,8,4,10,10,2,1,1,2,2,1,0,19,11,3,1,3,6,5,3,10,3,1,2,3,1,4,3,4,1,2,1,0,2,1,3,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,4,4,2,1,1,0,0,4,2,2,0,1,3,0,0,1,1,0,0,0,0,0,5,0,1,1,3,0,1,3,1,0,0,0,0,0,0,0,0,5,2,1,2,1,0,1,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,12,3,5,4,1
40 - Α' Πειραιώς,187 E.T. Δήμου Πειραιώς,526,260,6,1,7,253,144,34,14,74,51,12,29,2,37,37,7,12,4,5,9,5,14,3,4,1,3,6,3,4,19,9,7,1,0,4,9,3,4,4,1,2,0,0,0,1,8,3,2,0,0,1,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,1,1,0,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,8,4,6,3,1
40 - Α' Πειραιώς,188 E.T. Δήμου Πειραιώς,533,288,8,2,10,278,129,22,6,63,35,15,25,4,69,25,5,11,2,8,6,31,9,1,1,1,2,0,2,0,22,11,10,0,4,0,5,6,8,2,2,1,1,1,2,0,6,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,1,11,4,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,1,3,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,2,0,1
40 - Α' Πειραιώς,189 E.T. Δήμου Πειραιώς,497,293,7,4,11,282,134,26,17,69,42,19,33,7,47,22,6,14,7,10,4,18,11,3,2,2,1,3,3,3,29,11,4,0,2,5,9,7,8,1,1,1,0,1,3,3,9,0,1,1,0,1,2,2,2,1,2,2,1,0,0,0,5,1,0,1,0,0,0,0,2,2,1,1,0,0,0,7,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,2,2,1,0,0,1,0,1,0,3,2,3,1,2,1,0,0,12,4,6,4,3
40 - Α' Πειραιώς,190 E.T. Δήμου Πειραιώς,530,324,11,2,13,311,157,41,18,72,34,33,55,7,70,0,11,18,16,7,9,7,10,1,1,1,2,2,2,1,24,9,1,0,3,1,6,9,12,4,3,5,1,0,5,2,8,2,1,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,3,1,2,6,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,0,0,7,1,5,3,2
40 - Α' Πειραιώς,191 E.T. Δήμου Πειραιώς,530,330,5,3,8,322,171,40,28,82,26,18,76,8,68,0,12,18,12,10,17,4,25,3,4,3,5,9,2,2,18,6,2,1,1,1,7,9,6,2,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,4,1,2,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,6,2,2,1,0,1,1,1,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,2,0
40 - Α' Πειραιώς,192 E.T. Δήμου Πειραιώς,534,350,6,2,8,342,160,27,21,70,18,34,63,7,73,31,13,15,15,6,26,2,13,1,3,2,5,0,1,1,34,16,2,2,9,2,8,10,6,0,1,1,0,0,1,3,10,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,4,2,2,1,1,0,0,8,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,1,0,0,1,1,1,1,0,0,4,2,2,2,0,0,1,0,14,1,9,4,3
40 - Α' Πειραιώς,193 E.T. Δήμου Πειραιώς,530,316,6,2,8,308,124,24,32,34,13,18,56,4,81,0,17,23,10,13,17,18,19,1,3,3,5,3,4,2,20,9,0,2,4,3,4,5,14,4,0,1,2,1,7,0,8,1,2,1,0,2,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,2,1,0,6,3,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,6,3,1,0,2,2,0,0,1,1,0,2,0,0,0,0,0,4,1,2,1,1,0,0,0,11,1,8,6,2
40 - Α' Πειραιώς,194 E.T. Δήμου Πειραιώς,524,306,4,2,6,300,122,27,31,48,12,17,54,2,60,32,9,18,7,8,10,8,25,1,6,2,2,10,8,2,26,10,3,1,3,5,3,7,10,3,1,3,0,0,2,1,9,1,2,1,2,2,0,2,2,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,8,6,3,1,4,3,2,6,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,1,0,1,1,1,0,0,1,0,0,0,4,0,0,1,2,1,0,0,10,1,6,5,1
