ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΑΝΝΙΚΟΥΡΗΣ ΑΝΤΩΝΙΟΣ του Εμμανουήλ,ΕΜΜΑΝΟΥΗΛ ΑΙΚΑΤΕΡΙΝΗ-ΣΤΥΛΙΑΝΗ του Αντωνίου,ΙΑΤΡΙΔΗ ΤΣΑΜΠΙΚΑ (ΜΙΚΑ) του Ιωάννη,ΚΟΝΣΟΛΑΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Νικία,ΠΑΠΠΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΥΨΗΛΑΝΤΗΣ ΒΑΣΙΛΕΙΟΣ-ΝΙΚΟΛΑΟΣ του Αναστασίου,ΦΤΑΚΛΑΚΗ ΠΑΡΑΣΚΕΥΗ-ΕΛΕΥΘΕΡΙΑ (ΛΙΤΣΑ) του Παναγιώτη,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΓΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Θωμά,ΓΙΑΝΝΑΡΟΥ ΣΤΥΛΙΑΝΗ (ΣΤΕΛΛΑ) του Νικολάου,ΚΑΜΑΤΕΡΟΣ ΗΛΙΑΣ του Ιωάννη,ΚΑΡΑΓΙΑΝΝΗ ΧΡΥΣΟΥΛΑ (ΧΡΥΣΑ) του Σάββα,ΚΑΣΣΑΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΑΡΑΝΤΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Βασιλείου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΟΛΟΝΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΓΑΒΑΛΑ ΚΑΤΕΡΙΝΑ του Νικολάου,ΚΟΥΝΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Πέτρου,ΝΙΚΗΤΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΟΙΚΟΥΤΑ ΕΛΕΥΘΕΡΙΑ του Ευριπίδη,ΧΑΝΙΩΤΗΣ ΜΙΧΑΗΛ του Φραγκίσκου,ΧΑΤΖΗΔΙΑΚΟΣ ΦΩΤΙΟΣ του Στέργου,Κ.Κ.Ε.,ΑΓΓΕΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΓΟΥΡΛΑ ΔΕΣΠΟΙΝΑ του Νικολάου,ΚΟΥΝΤΟΥΡΗ ΘΕΑΝΩ του Εμμανουήλ,ΜΑΚΡΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Νικολάου,ΠΟΤΣΟΣ ΚΑΛΕΤΟΣ (ΤΑΚΗΣ) του Κωνσταντίνου,ΤΣΟΥΚΑΛΑΣ ΓΕΩΡΓΙΟΣ του Μάμμα,ΦΡΑΖΗΣ ΝΙΚΟΛΑΟΣ ΝΕΚΤΑΡΙΟΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΤΩΝΟΓΛΟΥ ΜΑΡΙΚΑ του Κυριάκου,ΓΑΒΑΛΑΣ ΧΑΡΑΛΑΜΠΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΑΛΥΜΙΑΛΑΡΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΑΡΑΜΠΑΤΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΛΥΚΟΠΑΝΤΗ ΕΙΡΗΝΗ του Ηλία,ΜΑΝΟΥΣΟΥ ΕΛΕΝΗ του Δαμιανού,ΠΑΠΟΥΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στέφανου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΑΒΕΡΑΣ ΦΙΛΙΠΠΟΣ του Κωνσταντίνου,ΚΑΝΕΤΑΚΗΣ ΓΕΩΡΓΙΟΣ του Θεμιστοκλή,ΚΟΡΑΚΙΑΝΙΤΗ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Σπυρίδωνα,ΜΠΑΡΑΚΑΣ ΑΘΑΝΑΣΙΟΣ του Αντωνίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ του Σάββα,ΣΟΥΛΟΥ ΑΝΝΑ (ΑΝΝΕΤΑ) του Νικολάου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΑΝΛΗ ΜΑΡΙΑ του Ελπιδοφόρου,ΜΕΝΤΙΣΟΠΟΥΛΟΥ ΑΝΝΑ του Κυριάκου,ΜΠΕΛΛΟΣ ΑΠΟΣΤΟΛΟΣ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΜΠΑΚΑΣ ΑΓΓΕΛΟΣ του Βασιλείου,Ο.Κ.Δ.Ε.,ΚΟΛΙΟΥ ΞΑΝΘΗ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΘΟΠΟΥΛΗ ΧΡΥΣΑΝΘΗ ΑΛΚΗΣΤΗ του Σακελλάριου Νικόλαου,ΚΟΜΗΝΕΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΥΠΡΙΩΤΗΣ ΛΑΜΠΡΟΣ του Μιχαήλ,Κίνημα 21,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΑΦΣΑΡΙΔΗ ΚΡΥΣΤΑΛΙΑ του Προδρόμου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΒΡΟΥΒΑΣ ΓΕΩΡΓΙΟΣ του Αντωνίου,ΚΑΠΕΤΑΝΑΚΗ ΙΩΑΝΝΑ του Ανδρέα,ΣΤΕΦΑΝΑΚΗ ΜΑΡΙΑ του Χρήστου,ΝΙΚΗ,ΝΤΟΥΦΑΣ ΘΕΟΦΑΝΗΣ του Γεωργίου,ΠΑΠΑΣΤΑΜΑΤΑΚΗΣ ΣΤΑΜΑΤΙΟΣ του Γεωργίου,ΠΑΡΑΣΧΗ ΑΝΑΣΤΑΣΙΑ του Αντωνίου,κοινωνία αξιών,ΧΙΩΤΙΝΗ (ΚΥΒΕΛΟΥ) ΣΤΕΛΛΑ-ΣΟΦΙΑ του Ιωάννου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΑΖΑΚΗ ΖΩΗ του Παντελή,Ο.Α.Κ.Κ.Ε.,ΚΑΡΑΚΑΤΣΑΝΗΣ ΦΡΑΝΤΖΕΣΚΟΣ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΑΜΑΛΛΟΥ ΘΕΜΙΣ του Αναστάσιου,Ελλήνων Συνέλευσις,ΗΡΑΚΛΕΙΔΗΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΚΑΛΑΒΡΙΑ ΓΕΩΡΓΙΑ του Μιχαήλ,ΜΟΣΧΗ ΤΣΑΜΠΙΚΑ του Κυριάκου,ΜΠΕΛΕΓΡΗΣ ΣΩΤΗΡΙΟΣ ΣΑΒΒΑΣ του Ηλία,ΠΑΠΑΔΟΠΟΥΛΟΥ ΠΑΡΘΕΝΑ του Αντωνίου,ΦΕΛΕΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ ΕΜΜΑΝΟΥΗΛ του Ευστάθιου,Ένωση Κεντρώων,ΑΝΔΡΕΑΔΗΣ ΔΙΑΜΑΝΤΗΣ του Ευστρατίου,ΑΧΛΑΔΗ ΤΟΥΛΑ (ΠΑΜΕΛΑ) του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΖΑΧΑΡΙΑΣ ΣΑΒΒΑΣ του Παναγιώτη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΛΕΞΙΟΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΤΖΑΝΗΣ (ΖΑΝΝΗΣ) ΙΩΑΝΝΗΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΛΚΙΤΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΕΤΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΤΖΗΙΩΑΝΝΟΥ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,Οικολόγοι Πράσινοι,ΔΕΛΛΑΤΟΛΑ ΑΝΝΑ του Ματθαίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΖΑΖΑΝΗ ΑΘΑΝΑΣΙΑ του Αναστασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΑΝΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΛΑΪΝΑ ΜΑΡΙΑ του Αθανασίου,ΠΑΝΑΗ ΕΥΑΓΓΕΛΙΑ του Μιχαήλ,ΣΑΒΒΙΔΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΗΣ) του Νικολάου,ΧΑΛΚΙΑΣ ΙΩΑΝΝΗΣ του Βασιλείου
52 - Δωδεκανήσου,216 E.T. Δήμου Ρόδου,520,312,5,6,11,301,148,28,10,40,44,67,28,18,41,0,15,3,2,15,4,12,50,9,1,20,10,3,2,29,11,2,0,5,0,5,0,1,7,5,1,0,0,1,2,2,8,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,1,5,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,0,0,3,2,1,0,0,0,3,1,0,0,15,1,6,7,1,1
52 - Δωδεκανήσου,217 E.T. Δήμου Ρόδου,532,330,2,1,3,327,166,29,6,49,48,74,41,10,54,0,29,1,2,31,1,15,29,4,2,7,9,2,0,18,7,2,1,3,0,4,1,0,21,4,0,0,0,6,3,10,5,0,0,1,2,0,1,2,2,1,1,0,0,0,0,1,0,0,0,2,1,2,1,1,0,0,0,9,1,5,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,2,1,1,1,1,5,4,0,0,0,0,5,4,1,0,11,1,2,4,1,1
52 - Δωδεκανήσου,218 E.T. Δήμου Ρόδου,531,311,5,3,8,303,155,35,7,40,43,65,38,17,41,0,18,6,2,14,2,13,39,8,4,9,12,2,1,26,3,0,0,1,1,1,1,0,17,7,1,0,1,7,4,3,5,2,1,0,1,1,2,4,2,2,2,0,0,0,0,1,1,0,1,3,3,0,0,2,0,2,2,6,2,3,2,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,4,1,0,0,2,1,1,1,0,0,4,2,0,0,14,4,7,7,1,0
52 - Δωδεκανήσου,219 E.T. Δήμου Ρόδου,526,312,9,1,10,302,143,27,6,43,46,54,37,8,49,0,19,3,2,26,2,7,36,12,4,12,13,2,4,13,18,3,3,13,1,13,1,0,9,3,2,0,1,5,3,1,6,0,0,1,2,0,2,1,1,1,0,1,1,0,0,2,2,0,1,3,2,1,1,1,1,1,0,6,4,3,4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,3,2,0,0,0,0,5,4,0,0,0,0,0,0,14,2,5,6,3,2
52 - Δωδεκανήσου,220 E.T. Δήμου Ρόδου,532,296,2,1,3,293,132,29,7,39,47,51,28,9,45,0,12,4,2,19,2,10,42,12,3,12,17,1,3,13,13,0,2,6,1,7,1,1,11,3,3,1,3,1,0,4,5,2,1,1,0,2,2,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,6,7,1,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,3,2,3,1,0,0,0,0,0,0,7,5,0,0,13,0,5,8,1,2
52 - Δωδεκανήσου,221 E.T. Δήμου Ρόδου,550,348,13,0,13,335,166,33,2,44,65,49,50,27,58,0,17,2,0,31,4,10,45,9,7,11,12,4,0,24,10,3,1,2,2,3,1,1,17,8,3,0,0,3,3,5,7,1,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,2,0,1,1,8,0,5,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,12,1,2,6,4,0
52 - Δωδεκανήσου,222 E.T. Δήμου Ρόδου,527,318,7,0,7,311,161,35,7,46,60,74,38,18,56,0,19,5,4,20,3,7,33,8,2,16,9,2,0,14,3,0,0,1,0,1,1,0,15,4,2,2,1,5,2,4,12,6,1,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,2,3,0,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,3,3,1,0,0,0,2,0,1,0,11,2,7,3,2,1
52 - Δωδεκανήσου,223 E.T. Δήμου Ρόδου,494,282,7,2,9,273,159,31,8,45,48,81,35,13,50,0,15,4,1,26,3,5,23,7,2,8,8,3,0,10,7,1,0,2,0,1,1,0,6,2,0,1,0,1,3,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,1,1,3,2,1,0,0,0,0,0,5,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,1,1,0,0,0,0,2,0,6,0,0,4,2,0
52 - Δωδεκανήσου,224 E.T. Δήμου Ρόδου,532,313,13,1,14,299,164,23,10,41,65,70,31,19,41,0,6,3,1,20,0,12,35,10,2,14,6,5,1,16,5,0,1,0,1,3,0,1,17,3,4,1,3,5,6,5,3,2,0,1,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,0,0,1,0,4,2,0,0,15,2,6,11,1,1
52 - Δωδεκανήσου,225 E.T. Δήμου Ρόδου,522,338,11,3,14,324,151,42,6,39,49,62,37,12,57,0,27,0,3,27,2,8,39,10,4,11,6,5,0,20,14,0,0,12,0,9,0,3,15,3,4,0,0,6,2,2,6,2,1,1,2,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,6,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,7,0,0,1,1,4,3,0,0,3,2,1,1,12,0,1,4,2,3
52 - Δωδεκανήσου,226 E.T. Δήμου Ρόδου,539,380,6,2,8,372,235,16,22,136,32,119,48,8,32,0,1,1,0,8,1,29,33,6,2,9,17,1,0,14,5,0,1,2,2,1,0,0,23,10,4,3,0,9,6,3,2,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,0,14,6,8,4,0,0,0,0,0,0,0,0,7,0,1,4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,11,2,3,4,6,0
52 - Δωδεκανήσου,227 E.T. Δήμου Ρόδου,534,391,18,1,19,372,256,22,28,147,39,126,35,11,28,0,5,1,0,8,0,22,29,6,3,5,7,3,0,17,2,0,0,1,0,1,0,0,26,7,6,2,2,4,3,11,3,0,0,1,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,3,2,1,1,5,2,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,10,5,2,4,0,2
52 - Δωδεκανήσου,228 E.T. Δήμου Ρόδου,609,432,19,2,21,411,237,25,21,135,35,87,44,13,47,0,7,1,3,4,1,26,35,13,2,10,7,3,1,19,8,1,2,2,0,1,1,1,12,5,3,0,0,5,2,2,13,0,1,5,6,1,3,2,2,0,0,1,0,1,0,1,0,0,0,2,1,1,1,2,0,1,0,16,11,9,4,1,0,0,0,0,0,0,0,4,0,0,4,2,0,0,1,2,0,0,1,0,2,2,1,1,2,1,6,5,1,0,3,3,0,0,10,4,1,2,2,2
52 - Δωδεκανήσου,229 E.T. Δήμου Ρόδου,551,383,6,2,8,375,230,14,20,128,39,108,40,98,48,0,7,2,0,5,1,31,27,2,1,8,6,3,1,15,6,0,0,2,0,2,2,2,16,2,3,2,2,3,1,6,9,1,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,10,7,0,0,0,0,0,0,0,0,4,0,0,4,1,0,0,0,0,0,0,1,1,3,3,1,1,3,3,0,0,1,1,1,0,2,1,9,4,1,1,2,2
52 - Δωδεκανήσου,230 E.T. Δήμου Ρόδου,537,387,4,4,8,379,230,19,15,149,24,99,53,3,55,0,5,2,0,14,1,39,35,7,1,5,24,2,1,18,1,0,0,0,0,1,0,1,19,5,0,2,3,3,2,8,6,2,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,0,1,4,0,3,1,1,0,0,0,0,0,0,0,6,0,3,3,2,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,9,5,1,2,0,0
52 - Δωδεκανήσου,231 E.T. Δήμου Ρόδου,548,399,8,2,10,389,241,10,22,168,45,95,39,12,52,0,3,1,2,6,7,46,32,9,0,7,11,3,0,22,7,3,2,3,0,1,0,0,28,10,5,1,4,7,5,12,3,0,0,2,2,0,1,5,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,4,0,0,4,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,2,0,0,6,1,5,1,3,1
52 - Δωδεκανήσου,232 E.T. Δήμου Ρόδου,562,371,6,4,10,361,212,15,21,113,29,104,58,12,43,0,2,1,0,12,6,28,34,8,8,10,11,4,0,14,3,0,0,1,0,0,0,1,22,6,7,5,3,5,5,7,9,4,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,3,1,2,2,8,3,7,3,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,2,2,2,0,0,1,0,0,0,1,1,0,0,2,0,2,2,0,0,12,5,5,8,2,1
52 - Δωδεκανήσου,233 E.T. Δήμου Ρόδου,575,407,8,0,8,399,212,29,10,69,64,88,53,20,58,0,13,3,2,31,3,13,42,4,7,18,13,6,0,18,10,3,2,5,1,2,0,3,20,2,3,1,1,6,2,7,4,0,0,0,2,1,2,5,3,2,3,0,0,0,0,0,0,0,0,3,1,0,0,5,2,1,2,4,3,4,1,0,0,0,0,0,0,0,0,6,1,0,6,5,0,0,0,2,2,2,2,2,2,1,0,0,1,1,0,0,3,3,5,4,0,0,15,4,6,8,1,2
52 - Δωδεκανήσου,234 E.T. Δήμου Ρόδου,588,388,21,1,22,366,197,26,12,81,43,80,33,19,36,0,11,0,4,14,3,5,45,14,4,22,13,5,3,13,7,3,0,2,1,1,0,1,22,4,3,5,0,3,2,6,6,1,0,3,4,1,2,2,0,1,2,0,0,0,0,0,0,0,0,1,1,3,2,2,1,2,1,8,2,3,3,0,0,0,0,1,0,0,0,4,0,0,3,3,0,1,0,1,1,0,0,0,4,1,0,0,2,2,1,1,0,0,3,1,1,1,20,6,3,9,3,0
52 - Δωδεκανήσου,235 E.T. Δήμου Ρόδου,532,345,18,1,19,326,185,45,8,75,44,65,37,11,39,0,7,5,2,6,6,8,41,11,4,9,14,5,1,22,7,3,0,3,0,3,0,0,11,3,1,1,0,1,5,2,5,2,0,0,4,0,2,3,1,2,3,0,0,1,1,0,0,0,0,6,5,1,0,1,1,1,0,5,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,5,4,0,0,11,2,4,4,2,2
52 - Δωδεκανήσου,236 E.T. Δήμου Ρόδου,499,401,7,3,10,391,187,19,7,76,56,69,50,25,66,0,8,3,3,27,4,19,50,10,5,18,16,4,1,23,10,0,0,2,1,2,1,2,20,7,3,1,1,5,2,3,10,4,4,3,5,1,3,8,6,4,3,0,0,0,0,1,0,0,0,4,3,1,1,4,3,2,3,8,1,5,3,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,0,2,2,1,1,0,0,0,0,2,2,1,1,3,1,0,0,8,4,2,3,3,0
52 - Δωδεκανήσου,237 E.T. Δήμου Ρόδου,527,334,8,3,11,323,168,29,4,76,47,59,38,18,40,0,7,1,3,13,7,15,35,9,3,8,13,2,2,19,9,1,1,2,0,3,3,3,22,5,3,0,2,5,3,10,10,2,1,0,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,7,1,7,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,1,0,4,3,0,0,1,0,2,2,1,1,5,3,1,1,11,1,4,4,0,3
52 - Δωδεκανήσου,238 E.T. Δήμου Ρόδου,550,354,8,4,12,342,171,15,14,69,53,62,59,15,60,0,32,2,6,18,1,23,42,10,3,19,14,3,2,16,24,3,3,14,1,15,3,0,10,4,1,1,0,4,1,3,3,1,0,1,0,0,0,4,2,1,3,0,0,0,0,0,0,0,0,2,1,0,0,3,2,1,3,4,1,3,0,1,1,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,4,4,1,1,0,0,2,1,0,0,8,2,4,6,2,0
52 - Δωδεκανήσου,239 E.T. Δήμου Ρόδου,507,338,4,3,7,331,149,15,9,57,49,64,56,7,66,0,25,2,5,32,3,24,68,16,1,32,42,3,0,25,14,2,2,7,1,10,0,0,8,1,4,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,6,2,3,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,0,1,6,4,1
52 - Δωδεκανήσου,240 E.T. Δήμου Ρόδου,491,322,2,2,4,318,113,12,5,29,49,52,19,17,67,0,34,1,1,32,4,8,46,12,5,13,15,2,1,26,46,2,3,16,0,33,2,13,5,2,1,0,1,1,0,1,6,1,0,1,2,2,1,2,0,0,2,0,0,0,0,2,1,0,1,1,1,0,0,2,1,2,1,8,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,2,1,0,1,1,1,1,0,0,1,1,0,0,12,3,4,7,2,3
52 - Δωδεκανήσου,241 E.T. Δήμου Ρόδου,484,305,5,3,8,297,105,11,7,24,36,52,9,10,78,0,30,2,0,38,2,20,26,4,5,9,8,0,0,14,38,4,2,11,4,29,0,13,4,3,1,0,1,0,1,1,8,2,0,0,2,0,0,1,1,1,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,7,0,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,4,1,0,0,5,3,0,0,0,0,2,1,3,1,9,0,2,6,2,1
52 - Δωδεκανήσου,242 E.T. Δήμου Ρόδου,479,294,7,0,7,287,100,10,7,24,36,38,27,10,75,0,44,8,3,31,5,10,36,4,3,15,8,3,2,19,29,1,1,8,4,21,0,7,8,2,0,0,0,3,2,3,6,2,0,1,3,2,2,2,2,0,1,1,1,0,0,2,0,0,2,2,1,1,1,2,0,1,0,7,0,6,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,2,10,1,2
52 - Δωδεκανήσου,243 E.T. Δήμου Ρόδου,559,312,5,2,7,305,117,21,6,22,47,63,25,10,29,0,7,0,2,16,0,3,118,21,5,17,6,8,1,107,4,0,0,2,0,1,1,2,7,4,1,2,1,1,0,0,5,2,0,2,3,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,9,2,2,4,2,0
52 - Δωδεκανήσου,244 E.T. Δήμου Ρόδου,549,348,0,0,0,348,140,14,8,25,50,108,48,6,21,0,4,2,0,10,2,1,133,9,5,51,3,3,3,127,6,0,1,0,0,5,0,3,11,7,0,1,0,3,2,4,3,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,14,5,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,3,0,0,0,0,0,0,3,2,5,1,1,3,0,0
52 - Δωδεκανήσου,245 E.T. Δήμου Ρόδου,299,201,6,0,6,195,73,13,10,15,35,25,15,9,27,0,15,1,0,8,1,3,49,11,2,21,18,5,0,29,6,2,1,3,1,3,0,0,13,4,2,1,1,1,2,3,1,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,3,1,1,0,0,4,4,0,0,6,1,4,3,0,1
52 - Δωδεκανήσου,246 E.T. Δήμου Ρόδου,316,217,0,0,0,217,68,4,3,25,16,40,14,7,43,0,13,5,1,15,3,9,65,18,1,29,16,4,0,30,3,1,0,0,0,1,0,0,10,4,2,0,1,3,2,1,4,3,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,1,1,1,1,0,1,1,0,0,2,1,1,1,1,1,1,0,0,0,7,2,2,5,1,0
52 - Δωδεκανήσου,247 E.T. Δήμου Ρόδου,606,390,7,3,10,380,178,30,3,43,121,58,29,21,61,0,17,4,4,28,3,8,54,14,3,12,14,7,0,26,8,1,0,0,0,5,0,0,15,4,1,0,0,6,0,7,14,4,1,3,3,3,3,3,1,0,1,1,1,0,0,1,0,0,0,0,0,3,2,1,0,0,0,7,0,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,8,8,0,0,0,0,1,0,2,2,1,1,0,0,20,2,3,12,2,3
52 - Δωδεκανήσου,248 E.T. Δήμου Ρόδου,334,202,4,0,4,198,101,5,2,23,29,67,22,14,21,0,6,0,1,9,1,5,28,1,1,7,9,1,2,20,1,0,0,0,1,1,0,0,12,6,4,0,3,3,1,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,13,4,11,8,1,1,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7,3,2,2,4,2
