ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΖΕΜΠΙΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΑΡΑΜΠΑΤΣΩΛΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,ΚΑΡΒΕΛΑΣ ΣΤΥΛΙΑΝΟΣ (ΣΤΕΛΙΟΣ) του Ιωάννη,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ (ΣΙΜΟΣ) του Βασιλείου,ΛΑΓΟΣ ΦΩΤΙΟΣ του Κωνσταντίνου,ΠΝΕΥΜΑΤΙΚΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΤΑΜΑΤΕΑ-ΒΑΡΔΟΥΛΑΚΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΤΡΙΓΩΝΗ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Μάνθου-Κωνσταντίνου,ΣΥΡΙΖΑ,ΑΚΡΙΩΤΟΥ ΘΕΟΔΩΡΑ του Γεωργίου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΓΙΑΧΟΛΛΑΡΗ ΑΓΓΕΛΟΣ ΔΙΟΝΥΣΙΟΣ του Νίκο,ΘΑΛΑΣΣΙΝΟΥ ΑΛΕΞΑΝΔΡΑ του Γεωργίου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ του Άγγελου,ΛΙΒΑΝΙΟΥ ΖΩΗ του Ευάγγελου,ΦΡΥΓΑΝΙΩΤΗ ΕΥΛΑΜΠΙΑ (ΒΑΝΑ) του Γεωργίου,ΧΑΤΖΗΓΙΑΝΝΑΚΗΣ ΜΙΛΤΙΑΔΗΣ του Ευάγγελου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΘΕΟΔΩΡΟΥ ΑΛΕΞΑΝΔΡΟΣ του Ιωάννη,ΚΑΖΑΝΗ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,ΚΑΛΑΒΡΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΚΙΟΥΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΜΠΟΥΡΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΣΟΥΡΡΑΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΤΑΡΤΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΤΟΥΛΟΥΜΗ ΑΝΝΑ - ΕΙΡΗΝΗ του Νικολάου,Κ.Κ.Ε.,ΑΥΛΩΝΙΤΗ ΔΗΜΗΤΡΑ (ΤΑΝΙΑ) του Ευαγγέλου,ΓΕΩΡΓΑΝΤΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΜΑΡΙΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΜΟΥΤΟΥΣΙΔΗΣ ΣΤΕΦΑΝΟΣ του Γεωργίου,ΠΑΠΑΣΩΤΗΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΥΘΟΥΛΑ ΓΕΩΡΓΙΑ ΔΕΣΠΟΙΝΑ του Παρασκευά,ΤΖΑΒΑΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου Αντωνίου,ΤΣΙΒΙΚΑ ΓΡΑΝΕΤΑ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΜΟΝΗΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΓΙΑΠΑΠΠΑ ΕΥΑΓΓΕΛΙΑ του Ευσταθίου,ΚΑΤΣΙΑΜΑΚΑΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΛΙΩΝΗΣ ΕΥΑΓΓΕΛΟΣ του Ιωάννη,ΜΠΑΣΟΥΚΟΣ ΑΠΟΣΤΟΛΟΣ του Ανέστη,ΠΑΠΑΝΔΡΕΟΥ ΔΑΥΙΔ- ΕΥΣΤΑΘΙΟΣ του Νικολάου,ΤΣΑΛΑΜΑΝΙΟΥ ΑΜΒΡΟΣΙΑ του Στρατηγάκη,ΤΣΙΜΠΟΥ ΦΩΤΕΙΝΗ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΕΞΙΟΥ ΔΗΜΗΤΡΙΟΣ του Ευαγγέλου,ΕΛΕΥΘΕΡΙΑΔΟΥ ΔΕΣΠΟΙΝΑ του Σωκράτη,ΚΑΡΑΠΑ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΘΥΜΙΟΣ (ΜΑΚΗΣ) του Ιωάννη,ΠΑΠΑΛΥΜΠΕΡΗΣ ΙΣΙΔΩΡΟΣ του Δημητρίου,ΡΟΓΚΑ ΣΠΥΡΙΔΑ (ΙΡΙΔΑ) του Γεωργίου,ΣΤΟΥΡΝΑΡΑΣ ΙΩΑΝΝΗΣ-ΛΑΖΑΡΟΣ του Κωνσταντίνου,ΧΑΤΖΗΚΑΛΥΜΝΙΟΥ ΔΗΜΗΤΡΑ του Στέργου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΟΡΔΩΝΗ ΣΟΦΙΑ του Αθανασίου,ΚΥΡΙΑΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΤΟΥΛΙΤΣΗΣ ΕΠΑΜΕΙΝΩΝΔΑΣ του Κωνσταντίνου,ΦΟΝΤΟΡ ΕΛΕΝΑ του Αντρέι,ΧΡΙΣΤΟΦΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΤΣΙΛΙΧΡΗΣΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΔΗΜΑΤΑ ΑΝΑΣΤΑΣΙΑ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΘΕΟΤΟΚΑΤΟΣ ΛΟΥΚΑΣ του Ανδρέα,ΚΙΤΣΟΣ ΙΩΑΝΝΗΣ του Ζώη,ΚΟΥΡΝΟΠΟΥΛΟΥ ΑΝΤΩΝΙΑ του Δημοσθένη,ΜΠΕΝΖΕΛΟΥΝ ΑΡΑΜΠΙ ΣΟΦΙΑ του Αμπτελσαμάντ,ΜΠΟΥΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Χαραλάμπους,ΤΡΑΧΑΝΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Κίνημα 21,ΜΟΣΣ ΕΒΕΛΙΝΑ – ΓΕΩΦΡΑΝΑ του Ντόναλντ,ΡΕΓΚΟΥΚΟΣ ΣΤΑΜΑΤΙΟΣ του Θεόδωρου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΦΟΥΣΤΕΡΗΣ ΙΩΑΝΝΗΣ του Νικήτα,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗ ΝΑΤΑΛΙΑ του Ιωάννη,ΠΟΛΙΤΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΣΤΑΜΑΤΙΟΥ ΧΡΗΣΤΟΣ του Ιωάννη,ΝΙΚΗ,ΤΣΟΚΑΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,κοινωνία αξιών,ΠΑΝΑΓΙΩΤΟΥ ΑΛΕΞΑΝΔΡΑ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΒΑΛΒΗ ΜΑΡΙΑ του Νικολάου,ΓΑΖΑΚΗ ΘΕΑΝΩ του Κωνσταντίνου,ΜΗΤΣΑΣ ΔΗΜΗΤΡΙΟΣ του Παντελή,Ο.Α.Κ.Κ.Ε.,ΜΗΛΤΣΟΥ ΒΑΣΙΛΙΚΗ του Στεφάνου,Μ-Λ Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΣΟΥΛΤΑΝΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΘΕΜΕΛΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Ιωάννη,ΙΑΚΩΒΟΥ ΑΝΑΣΤΑΣΙΑ του Πέτρου,Ένωση Κεντρώων,ΓΙΑΝΝΑΚΟΥΡΗ ΑΝΝΑ - ΜΑΡΙΑ του Αναστασίου,ΓΚΑΒΑΛΗΣ ΝΙΚΟΛΑΟΣ του Προκοπίου,ΔΡΟΥΛΙΑΣ ΕΥΘΥΜΙΟΣ του Δημητρίου,ΣΥΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΤΣΙΜΠΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΝΤΕΡΜΠΕΝΤΕΡΗ ΚΡΥΣΤΑΛΛΙΑ του Αθανασίου,ΧΑΡΑΛΑΜΠΟΥΣ ΓΙΑΝΝΗΣ του Ευσταθίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΔΑΥΡΗΣ ΑΛΕΞΑΝΔΡΟΣ του Ανδρέα,ΔΕΔΕΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΛΑΜΠΡΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΜΑΛΑ ΛΟΥΚΙΑ του Μιλτιάδη,ΜΑΡΜΑΡΙΝΟΣ ΧΡΗΣΤΟΣ του Αναστασίου,ΜΗΤΣΙΟΠΟΥΛΟΥ ΕΥΘΥΜΙΑ του Αντωνίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Αποστόλου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΛΥΤΣΗΣ ΕΜΜΑΝΟΥΗΛ του Γεωργίου,Κ.Ο.Τ.Ε.Σ.,ΜΠΑΪΚΟΥΣΗ ΑΛΕΞΑΝΔΡΑ του Αθανασίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΛΟΓΙΑΝΝΗΣ ΚΛΕΑΡΧΟΣ του Κωνσταντίνου,ΜΕΤΑΛΛΗΝΟΥ ΕΥΑΓΓΕΛΙΑ του Σπυρίδωνος,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΤΕΛΙΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Οικολόγοι Πράσινοι,ΠΟΛΙΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Φωκίωνα,ΕΑΝ...,ΠΑΡΙΣΗ - ΚΟΤΣΟΠΟΥΛΗ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΝΤΑΛΙΑΝΗΣ ΑΡΓΥΡΙΟΣ του Στεφάνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΖΩΗ του Νικολάου,ΔΡΑΚΟΥΛΗΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,ΚΑΨΟΡΑΧΗΣ ΑΘΑΝΑΣΙΟΣ του Ευσταθίου,ΡΟΥΜΠΗΣ ΕΥΑΓΓΕΛΟΣ του Ευθυμίου,ΣΤΑΡΑΝΤΖΗ ΜΑΡΙΑ του Γεωργίου
37 - Ευβοιας,168 E.T. Δήμου Καρύστου,433,234,4,2,6,228,92,43,19,3,27,1,26,2,10,32,4,7,1,1,7,9,17,6,21,7,5,4,5,7,0,2,2,9,2,1,4,1,0,1,3,0,18,3,2,2,6,0,8,2,1,5,0,1,1,0,3,1,0,0,5,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,3,2,3,1,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,1,1,0,4,3,2,0,1,0,0,2,0,0,0,0,0,18,18,0,0,1,5
37 - Ευβοιας,169 E.T. Δήμου Καρύστου,268,103,0,0,0,103,50,24,4,2,27,1,16,4,2,21,2,9,0,2,10,3,2,6,11,7,3,0,1,4,2,0,3,3,1,0,0,0,1,0,0,0,9,3,1,1,5,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
37 - Ευβοιας,170 E.T. Δήμου Καρύστου,438,259,5,0,5,254,98,43,23,2,29,3,28,5,5,49,6,9,2,5,17,4,7,15,33,4,6,6,18,7,0,0,5,7,1,0,1,0,0,0,1,0,17,1,1,0,14,0,7,0,1,6,0,2,1,0,2,0,0,0,5,2,3,0,1,0,0,0,0,0,2,0,0,1,0,2,1,2,2,0,0,0,4,1,2,2,5,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,3,13,13,3,0,1,1
37 - Ευβοιας,171 E.T. Δήμου Καρύστου,428,259,7,0,7,252,118,59,26,4,37,6,23,11,4,45,11,7,0,10,19,5,9,16,28,12,4,4,14,7,1,5,0,12,4,2,4,2,2,3,0,0,19,4,0,2,13,0,2,0,3,2,0,0,0,0,0,0,0,0,4,2,2,1,0,2,0,0,0,0,3,1,0,2,2,0,1,2,2,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,8,1,0,2,3
37 - Ευβοιας,172 E.T. Δήμου Κύμης - Αλιβερίου,373,245,1,1,2,243,80,27,14,8,32,2,34,5,4,52,7,13,2,23,16,3,17,8,48,28,17,7,2,7,2,5,2,29,5,0,23,0,4,11,1,3,8,5,1,1,0,0,2,1,1,5,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,5,5,2,0,0,1
37 - Ευβοιας,173 E.T. Δήμου Κύμης - Αλιβερίου,467,301,6,1,7,294,92,40,24,3,24,2,32,5,3,58,5,15,0,27,12,1,11,13,64,47,17,5,1,8,2,2,5,13,3,0,6,0,0,3,1,1,13,1,2,1,2,0,2,1,3,12,3,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,2,1,1,0,0,0,0,0,0,6,4,3,3,1,0,0,0,0,0,0,0,4,3,3,2,1,0,0,1,0,1,1,1,6,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,11,11,2,0,2,3
37 - Ευβοιας,174 E.T. Δήμου Κύμης - Αλιβερίου,487,336,2,1,3,333,93,43,17,9,18,3,42,5,3,76,6,10,3,29,18,3,29,13,81,51,19,19,0,11,3,3,1,13,2,0,7,0,0,4,0,2,20,9,4,1,5,1,4,2,5,5,0,2,4,0,0,0,1,1,6,0,0,1,0,2,0,0,0,0,4,1,1,0,0,0,1,6,3,4,0,0,2,0,0,0,6,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,1,1,1,1,1,0,0,2,2,0,0,2,0,10,10,1,0,1,1
37 - Ευβοιας,175 E.T. Δήμου Κύμης - Αλιβερίου,473,302,3,0,3,299,99,38,26,3,27,4,46,5,5,64,5,6,1,22,9,6,20,14,60,42,11,12,2,5,1,2,4,24,7,2,12,0,0,2,0,3,12,3,2,0,1,1,0,1,2,9,1,0,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,4,1,1,0,2,1,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,1,1,8,8,4,0,0,0
37 - Ευβοιας,176 E.T. Δήμου Κύμης - Αλιβερίου,471,291,7,0,7,284,90,32,23,7,32,2,23,8,2,52,4,7,1,22,12,2,17,7,83,55,33,10,9,14,2,3,2,17,4,2,11,1,0,3,1,1,8,2,2,1,1,0,4,1,1,6,1,0,4,0,1,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,1,2,1,0,2,0,0,1,1,1,1,3,2,3,2,2,2,1,0,0,0,0,6,6,4,2,0,1
37 - Ευβοιας,177 E.T. Δήμου Κύμης - Αλιβερίου,459,260,2,0,2,258,57,20,20,2,17,0,11,2,2,49,3,7,1,20,6,1,18,6,98,74,25,7,3,15,2,0,3,3,0,0,2,0,0,1,0,0,8,5,0,2,2,2,3,0,0,13,2,0,9,0,0,1,0,0,7,1,2,1,1,3,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,1,1,0,0,3,0,0,0,0,2,0,0,0,1,0,6,0,2,0,0,0
37 - Ευβοιας,178 E.T. Δήμου Κύμης - Αλιβερίου,346,235,2,0,2,233,56,14,21,3,14,2,22,1,1,52,2,6,0,15,19,1,14,18,34,22,11,7,0,2,0,2,1,37,0,0,31,0,0,22,1,2,9,3,1,0,1,2,0,1,2,20,1,0,20,0,0,1,0,0,4,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,1,1,0,0,1,0,1,1,0,0,0,4,1,0,0,0,0,7,7,2,0,0,0
37 - Ευβοιας,179 E.T. Δήμου Κύμης - Αλιβερίου,315,221,4,1,5,216,54,18,18,2,13,2,24,6,2,49,5,1,2,14,12,4,9,15,35,26,11,4,2,6,0,3,2,34,1,1,30,0,1,19,1,3,4,2,1,0,0,1,0,0,0,11,0,0,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,3,2,2,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,11,11,1,0,0,2
37 - Ευβοιας,180 E.T. Δήμου Κύμης - Αλιβερίου,523,267,3,4,7,260,119,45,29,6,34,14,24,6,5,49,3,10,1,27,8,1,6,9,36,32,4,5,3,2,1,6,1,15,5,2,6,1,1,2,1,1,8,3,1,1,0,2,0,0,0,3,0,0,2,0,1,0,0,0,4,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2,3,2,2,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,2,1,0,0,8,8,0,0,1,2
37 - Ευβοιας,181 E.T. Δήμου Κύμης - Αλιβερίου,544,294,5,0,5,289,104,34,20,6,33,10,37,7,3,52,7,6,2,25,12,4,13,16,80,55,14,7,3,10,0,7,3,9,1,0,2,1,0,0,0,0,13,4,1,1,3,3,1,1,0,4,2,0,2,0,0,0,0,3,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,3,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,3,3,1,0,0,0
37 - Ευβοιας,182 E.T. Δήμου Κύμης - Αλιβερίου,437,280,6,0,6,274,98,19,20,1,37,5,45,4,6,59,5,9,2,15,11,6,17,4,62,41,17,10,4,7,1,4,1,22,5,1,9,0,1,3,1,1,3,0,0,0,1,0,1,0,0,10,3,1,4,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,6,0,0,0,0
37 - Ευβοιας,183 E.T. Δήμου Κύμης - Αλιβερίου,238,158,7,1,8,150,57,16,12,7,20,3,26,2,2,17,3,3,0,4,3,0,7,6,38,29,9,3,1,6,0,0,1,9,2,0,4,0,0,4,0,1,8,5,2,1,0,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,12,4,0,2,2
37 - Ευβοιας,184 E.T. Δήμου Κύμης - Αλιβερίου,438,252,3,0,3,249,93,43,15,3,20,9,29,11,3,52,1,14,0,19,11,0,14,10,41,22,10,9,1,6,0,8,2,14,3,2,8,1,1,5,0,2,9,0,1,2,0,0,5,0,1,8,0,2,4,0,0,0,0,1,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,11,11,4,1,0,0
37 - Ευβοιας,185 E.T. Δήμου Κύμης - Αλιβερίου,629,393,7,3,10,383,189,46,131,2,61,8,49,1,2,50,4,6,3,26,10,1,19,11,81,55,32,5,3,20,3,4,3,13,2,1,9,1,0,5,1,0,12,6,2,0,1,3,2,0,3,3,2,0,1,0,0,1,0,0,8,3,2,5,0,2,1,0,0,0,3,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,10,10,4,0,0,1
37 - Ευβοιας,186 E.T. Δήμου Κύμης - Αλιβερίου,151,89,0,1,1,88,26,6,10,1,8,0,5,3,0,14,3,3,0,8,1,1,4,0,24,17,5,2,0,5,0,0,1,9,1,0,5,0,0,2,0,0,6,3,2,0,1,1,0,0,1,2,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0
37 - Ευβοιας,187 E.T. Δήμου Κύμης - Αλιβερίου,442,237,7,0,7,230,68,11,21,3,34,3,24,0,6,71,9,17,0,32,12,1,25,7,40,27,9,7,2,7,0,8,1,20,0,1,16,1,0,6,4,0,10,4,1,2,3,0,2,0,1,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,1,0,1,1
37 - Ευβοιας,188 E.T. Δήμου Κύμης - Αλιβερίου,29,15,2,0,2,13,4,0,1,0,3,0,0,1,2,3,0,0,0,1,3,0,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,189 E.T. Δήμου Κύμης - Αλιβερίου,31,19,0,0,0,19,6,1,3,0,3,1,2,1,0,5,1,4,0,1,0,0,4,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,190 E.T. Δήμου Κύμης - Αλιβερίου,575,401,9,1,10,391,109,59,29,4,28,3,31,1,2,93,7,3,4,43,17,3,39,15,86,68,14,6,4,17,0,3,1,32,2,0,23,1,0,19,2,0,16,7,1,0,1,1,2,1,2,7,3,1,0,0,2,2,0,0,4,2,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2,1,2,0,0,0,4,3,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,11,4,5,5,1,0,2,0,0,1,0,0,0,2,1,2,0,0,0,0,1,1,1,0,12,12,5,0,0,1
37 - Ευβοιας,191 E.T. Δήμου Κύμης - Αλιβερίου,623,405,9,1,10,395,98,36,27,6,34,1,25,4,2,119,3,10,2,47,42,1,41,13,89,35,34,11,11,23,1,7,4,19,3,1,14,0,0,8,0,1,14,3,3,1,2,1,0,1,4,11,1,0,9,1,0,2,1,1,13,4,2,4,0,2,0,0,0,0,1,1,0,0,0,0,1,2,0,2,2,2,0,0,0,0,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,2,0,0,0,7,7,0,0,1,0
37 - Ευβοιας,192 E.T. Δήμου Κύμης - Αλιβερίου,90,59,1,1,2,57,21,6,11,0,6,1,5,0,0,9,0,1,1,3,2,1,4,3,12,7,6,1,1,4,0,0,0,8,2,0,6,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
