ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΥΛΩΝΙΤΗ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΓΚΙΚΑΣ ΣΤΕΦΑΝΟΣ του Σωτηρίου,ΚΑΡΥΔΗ ΕΥΑΓΓΕΛΙΑ (ΕΥΑ) του Σπυρίδωνος,ΚΡΟΚΙΔΗΣ ΣΠΥΡΙΔΩΝ του Αλεξάνδρου,ΣΠΥΡΟΥ ΑΓΓΕΛΟΣ του Σπυρίδωνος,ΣΥΡΙΖΑ,ΑΥΛΩΝΙΤΗΣ ΑΛΕΞΑΝΔΡΟΣ - ΧΡΗΣΤΟΣ του Νικολάου,ΓΟΝΙΔΗ-ΔΡΑΖΙΝΟΥ ΜΑΡΙΑ του Φραγκίσκου,ΚΑΛΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΓΚΡΑΤΗ ΕΛΕΝΗ - ΔΩΡΟΘΕΑ του Στεφάνου,ΠΑΝΔΗ ΝΙΚΟΛΕΤΤΑ του Κωνσταντίνου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΔΡΥ ΜΑΡΙΑ του Γεωργίου,ΚΛΗΜΗΣ ΝΙΚΗΦΟΡΟΣ του Κωνσταντίνου,ΚΟΥΛΟΥΡΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΜΠΙΑΓΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σπυρίδωνος,ΠΕΤΣΙΟΥ ΒΑΣΙΛΙΚΗ (ΛΙΛΑ) του Ιωάννη,Κ.Κ.Ε.,ΚΕΛΑΝΔΡΙΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΚΟΥΛΟΥΡΗΣ ΓΕΩΡΓΙΟΣ του Αλέξανδρου,ΜΠΑΛΟΥ ΑΛΕΞΑΝΔΡΑ του Αριστείδη,ΠΕΛΑΗΣ ΙΩΑΝΝΗΣ του Σπυρίδωνα,ΧΑΡΑΛΑΜΠΟΥΣ ΜΥΡΣΙΝΗ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΛΣΑΜΟΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΓΑΡΔΙΚΙΩΤΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΚΑΡΟΥΓΚΑ ΕΛΕΝΗ ΜΑΡΙΑ ΒΙΚΤΩΡΙΑ του Μεθοδίου Ιακώβου,ΜΠΑΛΩΜΕΝΟΣ ΓΑΣΠΑΡΗΣ του Γεωργίου,ΣΟΥΡΛΑ ΒΑΡΒΑΡΑ του Σταύρου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΕΞΑΚΗ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Νικολάου,ΑΡΜΕΝΙΑΚΟΣ ΣΠΥΡΙΔΩΝ (ΒΙΤΟΣ) του Γεωργίου,ΓΕΩΡΓΑΤΟΣ ΙΩΣΗΦ του Σπυρίδωνα,ΚΑΒΒΑΔΙΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΚΟΝΤΙΝΗ ΑΓΓΕΛΙΝΑ του Ευγένιου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΒΛΑΧΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΚΩΣΤΕΛΕΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΚΟΤΡΩΝΟΥΛΑΣ ΓΡΗΓΟΡΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΓΚΟΥΡΔΟΥΚΗ ΜΑΡΙΑ του Σπυρίδωνος,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΡΑΣΑΚΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΛΙΑΜΠΟΤΗ ΑΝΑΣΤΑΣΙΑ του Σωτηρίου,ΛΙΜΠΕΡΑΤΟΣ ΓΕΩΡΓΙΟΣ ΘΕΟΧΑΡΗΣ του Παναγή,ΝΙΚΟΛΙΤΣΑ ΒΑΣΙΛΙΚΗ του Κωνσταντίνου,ΤΣΑΜΗΣ ΧΡΗΣΤΟΣ του Σάββα,Κίνημα 21,ΛΟΥΚΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδων,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΘΕΟΛΟΓΗΣ ΑΘΑΝΑΣΙΟΣ του Χαράλαμπου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΡΑΟΥΖΑ ΒΑΣΙΛΙΚΗ του Σωτηρίου,ΡΩΣΣΗΣ ΣΠΥΡΟΣ ΓΕΡΑΣΙΜΟΣ του Κωνσταντίνου,ΤΖΗΜΕΡΟΥ ΕΡΜΙΟΝΗ του Ηλία,ΝΙΚΗ,ΚΑΡΑΒΙΔΑΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΡΙΚΟΥ ΕΛΕΝΗ- ΣΟΦΙΑ του Σπυρίδωνος,ΤΣΟΥΓΑΝΑΤΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,κοινωνία αξιών,ΠΕΤΡΙΤΣΟΠΟΥΛΟΥ ΚΛΕΟΝΙΚΗ (ΝΙΚΗ) του Θεοδώρου - Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΕΛΑΝΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,Ο.Α.Κ.Κ.Ε.,ΔΑΛΙΕΤΟΥ ΘΕΟΔΩΡΑ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΤΣΙΡΙΓΩΤΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Ελλήνων Συνέλευσις,ΒΑΣΙΛΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΒΕΡΓΗΣ ΑΛΕΞΑΝΔΡΟΣ του Σπυρίδων,ΔΑΣΚΑΛΙΕΡΟΣ ΕΥΓΕΝΙΟΣ του Λεωνίδα,ΛΑΔΟΒΡΕΧΗ ΑΙΚΑΤΕΡΙΝΗ του Σπυρίδων,ΠΑΛΑΙΟΧΩΡΙΤΗ ΕΥΣΤΑΘΙΑ του Δημοσθένη,Ένωση Κεντρώων,ΒΑΡΑΓΓΟΥΛΗ ΑΝΤΩΝΙΑ - ΕΛΕΝΗ του Δημητρίου,ΚΑΒΑΔΕΛΛΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΛΑΛΑΠΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σπυρίδωνα,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΑΣΙΛΑΚΗΣ ΒΑΓΓΕΛΗΣ του Δημητρίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΒΛΑΧΟΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΚΕΦΑΛΛΩΝΙΤΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΙΝΑΡΔΟΥ ΚΛΕΙΩ του Κωνσταντίνου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΤΟΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Κ.Ο.Τ.Ε.Σ.,ΛΟΥΒΡΟΣ ΒΑΣΙΛΕΙΟΣ-ΡΩΜΑΝΟΣ του Νικολάου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΓΕΡΟΜΕΡΙΑΤΗ ΜΑΡΙΑ του Δημητρίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΘΥΜΗΣ ΣΠΥΡΙΔΩΝ του Αλεξίου,ΠΙΚΟΥΛΑ ΧΡΙΣΤΙΝΑ του Δημητρίου,ΕΑΝ...,ΧΡΥΣΙΚΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ (ΧΑΪΔΩ) του Χριστοφόρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΜΠΡΙΛΑΚΗ ΕΛΕΥΘΕΡΙΑ του Ευαγγέλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΟΥΡΛΗ ΚΩΛΕΤΤΗ ΒΑΣΙΛΙΚΗ του Αναργύρου,ΓΕΩΡΓΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ - ΣΠΥΡΙΔΩΝ του Νικολάου,ΖΕΡΒΟΥ ΑΡΕΤΟΥΣΑ (ΑΡΕΤΗ) του Γεωργίου
26 - Κέρκυρας,227 E.T. Δήμου Νότιας Κέρκυρας,404,261,2,0,2,259,90,3,68,1,8,8,66,27,15,12,2,8,26,0,0,23,1,1,20,1,2,5,9,1,9,3,5,0,1,0,2,0,0,1,0,0,10,9,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,1,4,0,2,0,0,2,0,0,0,0,0,0,9,4,1,1,3,2,0,0,4,2,2,1,1,0,0,0,0,7,3,1,3
26 - Κέρκυρας,228 E.T. Δήμου Νότιας Κέρκυρας,119,99,5,0,5,94,13,0,7,2,1,1,30,6,14,7,0,1,35,2,1,32,0,0,5,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
26 - Κέρκυρας,229 E.T. Δήμου Νότιας Κέρκυρας,394,233,7,3,10,223,87,3,57,1,9,8,32,12,3,3,1,5,25,7,2,3,4,6,35,0,1,10,9,8,7,0,3,3,0,1,6,0,5,0,0,0,7,4,3,0,0,0,0,1,0,0,0,0,0,1,0,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,1,0,1,1,0,1,0,9,0,5,0
26 - Κέρκυρας,230 E.T. Δήμου Νότιας Κέρκυρας,414,274,3,0,3,271,82,2,54,3,13,9,49,15,0,13,4,6,35,12,3,8,8,4,48,1,6,18,9,9,9,3,1,2,0,0,15,1,13,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,8,1,4,0
26 - Κέρκυρας,231 E.T. Δήμου Νότιας Κέρκυρας,395,228,6,1,7,221,69,1,40,2,17,7,49,9,6,22,0,8,27,3,2,4,9,7,32,1,5,3,7,14,14,4,1,2,2,2,6,0,4,0,0,0,7,4,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,5,1,3,0
26 - Κέρκυρας,232 E.T. Δήμου Νότιας Κέρκυρας,413,273,5,4,9,264,94,2,54,2,22,12,41,7,10,9,3,5,47,18,2,2,17,1,22,0,4,2,4,5,9,3,2,1,0,2,13,0,11,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,2,0,1,1,4,2,0,0,0,0,0,0,0,0,0,17,1,7,3
26 - Κέρκυρας,233 E.T. Δήμου Νότιας Κέρκυρας,388,331,11,2,13,318,132,7,33,8,51,27,55,18,4,15,4,5,29,4,2,1,12,2,26,1,0,2,12,10,20,5,4,4,0,2,3,0,1,0,0,1,3,2,1,1,1,0,0,2,0,1,0,0,0,4,3,0,0,0,0,0,0,12,3,6,0,0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,1,0,2,1,0,1,1,1,4,2,1,0,0,0,0,0,0,0,0,18,2,11,2
26 - Κέρκυρας,234 E.T. Δήμου Νότιας Κέρκυρας,323,176,5,0,5,171,76,4,50,2,9,10,32,13,4,3,3,6,35,9,3,6,14,0,5,0,0,0,2,1,2,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,0,3,0,0,0,4,0,3,1
26 - Κέρκυρας,235 E.T. Δήμου Νότιας Κέρκυρας,222,133,2,2,4,129,26,0,23,0,0,1,33,8,4,5,4,5,15,6,0,0,9,0,28,0,4,3,2,12,3,1,0,0,0,0,4,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,12,0,9,2
26 - Κέρκυρας,236 E.T. Δήμου Νότιας Κέρκυρας,373,215,4,0,4,211,65,5,36,2,9,7,27,7,3,6,3,3,42,3,3,17,11,1,22,0,9,2,1,8,7,0,1,0,2,1,4,1,2,0,0,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,4,0,3,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,3,2,1,0,1,0,0,0,0,1,0,0,0,20,4,9,4
26 - Κέρκυρας,237 E.T. Δήμου Νότιας Κέρκυρας,458,277,10,0,10,267,106,3,69,2,11,13,49,16,7,11,1,6,14,3,0,4,1,6,40,1,17,5,6,6,3,0,1,0,1,0,5,2,2,0,1,0,6,4,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,2,2,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,25,5,10,4
26 - Κέρκυρας,238 E.T. Δήμου Νότιας Κέρκυρας,321,222,3,0,3,219,108,1,63,0,27,10,40,5,4,18,3,4,24,10,1,7,5,0,17,0,1,2,2,8,8,2,1,1,0,1,2,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,1,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,1,0,1
26 - Κέρκυρας,239 E.T. Δήμου Νότιας Κέρκυρας,294,172,7,3,10,162,46,2,30,2,5,6,55,22,3,13,3,4,19,4,0,3,8,2,13,1,3,2,2,3,5,0,0,0,1,0,3,1,1,0,1,0,5,4,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,7,1,1,0
26 - Κέρκυρας,240 E.T. Δήμου Νότιας Κέρκυρας,302,183,2,1,3,180,49,2,30,2,2,8,59,20,7,21,0,8,19,2,2,5,8,0,15,0,5,2,5,1,6,1,0,0,3,0,9,4,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,0,0,0,13,1,9,1
26 - Κέρκυρας,241 E.T. Δήμου Νότιας Κέρκυρας,410,239,8,4,12,227,75,4,41,3,7,12,43,22,7,5,2,3,19,3,0,7,4,0,18,1,10,1,1,3,16,1,0,1,7,2,8,1,1,1,1,0,5,5,0,0,0,1,0,1,0,0,0,0,0,4,3,1,0,2,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,6,2,0,1,1,0,2,1,0,0,2,1,1,1,0,0,0,14,1,6,3
26 - Κέρκυρας,242 E.T. Δήμου Νότιας Κέρκυρας,382,240,2,1,3,237,85,1,56,2,8,12,40,16,10,2,2,5,13,2,1,2,2,2,22,0,4,4,11,3,27,3,0,0,24,0,13,4,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,4,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,2,2,1,1,0,0,0,1,0,0,0,16,2,5,2
26 - Κέρκυρας,243 E.T. Δήμου Νότιας Κέρκυρας,485,283,9,0,9,274,102,6,62,3,15,10,52,21,5,7,1,8,46,7,4,18,6,2,35,1,8,7,11,6,8,2,3,0,0,0,4,0,1,0,3,0,6,2,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,0,6,3
26 - Κέρκυρας,244 E.T. Δήμου Νότιας Κέρκυρας,422,222,2,3,5,217,102,3,60,5,17,8,36,8,9,7,1,6,21,2,1,4,7,3,19,0,5,6,0,5,5,0,1,0,0,0,7,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,1,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,7,1,5,0
26 - Κέρκυρας,245 E.T. Δήμου Παξών,462,275,3,1,4,271,87,4,33,1,28,12,33,13,7,2,3,1,42,24,1,7,2,2,19,0,1,10,0,5,13,3,2,0,0,1,12,7,0,0,1,1,16,7,8,1,0,0,0,0,0,0,0,0,0,1,0,10,5,0,0,0,0,6,3,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,2,2,1,1,0,0,0,0,0,0,17,6,2,4
26 - Κέρκυρας,246 E.T. Δήμου Παξών,440,257,3,0,3,254,100,1,44,4,28,12,38,14,8,4,0,5,25,11,0,3,5,6,23,1,2,12,2,1,7,1,1,1,0,1,12,5,1,1,3,0,12,4,7,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,8,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,1,0,2,0,1,1,1,1,0,1,1,0,0,12,6,2,2
26 - Κέρκυρας,247 E.T. Δήμου Παξών,474,247,6,0,6,241,78,4,34,2,25,7,44,15,10,2,3,4,28,14,0,4,2,5,14,0,0,2,0,6,8,3,0,1,0,1,6,2,0,0,0,0,17,7,8,0,0,0,0,1,0,0,0,0,0,2,2,5,4,0,0,0,0,3,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,2,1,1,4,1,0,0,0,0,0,0,0,23,1,8,6
26 - Κέρκυρας,248 E.T. Δήμου Παξών,488,268,3,0,3,265,69,3,33,2,14,9,49,4,22,6,2,7,35,17,1,5,6,3,30,2,1,16,1,7,8,1,1,0,0,1,10,2,0,1,2,3,25,15,9,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,2,0,0,0,0,0,5,0,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,19,6,7,3
26 - Κέρκυρας,249 E.T. Δήμου Παξών,282,152,2,1,3,149,48,1,16,2,15,8,19,8,3,3,2,1,23,12,3,5,0,3,18,1,0,7,0,5,2,1,0,1,0,0,3,2,0,0,0,0,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,1,0,0,3,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,11,2,3,5
26 - Κέρκυρας,250 E.T. Δήμου Παξών,396,209,0,1,1,208,78,3,38,3,20,8,38,10,10,1,2,7,16,4,1,0,8,2,33,3,5,10,0,6,4,1,0,0,0,0,9,4,0,1,0,0,5,4,1,0,0,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,15,4,7,2
26 - Κέρκυρας,Ετερ. Κέρκυρας (από 22ο Ε.Τ. Νομ. Θεσσαλονικης),107,76,4,0,4,72,33,3,16,1,5,1,17,1,1,3,2,2,8,2,0,2,2,0,6,0,1,2,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
26 - Κέρκυρας,Ετερ. Κέρκυρας (από Εφετείο Θεσσαλονίκης),40,27,0,0,0,27,8,1,3,1,1,2,10,2,1,0,1,2,2,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1
26 - Κέρκυρας,Ε.Τ. ΓΕΝΙΚΟΥ ΚΑΤΑΣΤΗΜΑΤΟΣ ΚΡΑΤΗΣΗΣ Β' ΤΥΠΟΥ ΚΕΡΚΥΡΑΣ,38,38,3,0,3,35,3,0,0,1,0,1,21,1,5,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,5,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26 - Κέρκυρας,Ετερ. Κέρκυρας (από 93ο Ε.Τ. Νομ. Αττικης-Αθηνών),433,306,1,2,3,303,108,8,52,6,12,10,77,18,10,9,13,10,37,18,0,7,5,3,25,1,3,8,2,3,10,1,2,2,0,2,12,3,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,0,1,8,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,7,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,7,1,1,2
26 - Κέρκυρας,Ετερ. Κέρκυρας (από 94ο Ε.Τ. Νομ. Αττικης-Αθηνών),424,298,2,0,2,296,115,9,62,8,12,13,70,16,10,0,4,22,38,11,0,10,3,3,29,0,5,12,1,8,3,1,1,1,0,0,10,0,1,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,4,0,1,1,7,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,2,0,0,0,2,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,8,1,2,4
26 - Κέρκυρας,Ετερ. Κέρκυρας (από 95ο Ε.Τ. Νομ. Αττικης-Αθηνών),418,277,4,1,5,272,103,8,51,4,7,17,73,17,7,5,11,17,23,8,2,8,4,0,25,2,2,11,3,2,6,3,0,2,0,0,11,0,3,0,3,2,0,0,0,1,1,0,0,3,1,0,0,1,0,3,2,0,0,4,0,0,2,6,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,1,6
26 - Κέρκυρας,Ετερ. Κέρκυρας (από 96ο Ε.Τ. Νομ. Αττικης-Αθηνών),425,304,5,0,5,299,138,14,64,19,15,16,58,12,6,5,3,10,17,8,1,3,2,0,29,1,4,11,1,5,4,1,1,1,0,0,8,1,2,0,2,0,1,1,0,0,0,0,0,2,2,0,0,0,0,4,2,4,4,2,0,0,1,10,2,5,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,3,2,1,0,1,1,0,0,4,2,0,0,0,0,0,0,0,10,2,3,3
26 - Κέρκυρας,Ετερ. Κέρκυρας (από 14ο Ε.Τ. Νομ. Αττικης-Πειραιώς),148,91,1,1,2,89,41,0,20,5,2,3,16,6,0,1,2,5,8,0,0,4,4,0,5,0,1,1,0,2,5,1,1,0,1,1,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
Σύνολο,,106188,59576,1377,333,1710,57866,21454,1260,10750,829,3180,3522,11569,3961,1656,2076,511,1566,7128,1316,347,1357,2951,457,5010,217,422,1462,755,1253,1949,408,402,401,76,120,1821,396,190,146,296,182,913,489,328,71,29,26,11,205,32,28,13,23,16,328,207,287,155,431,28,155,90,1019,169,614,34,58,31,37,14,17,8,77,47,274,58,80,22,34,52,208,89,18,15,150,103,584,139,81,177,239,155,306,157,231,146,294,67,121,164,106,72,43,2944,332,1559,467
